City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
352,pogradec,40.9025,20.6525,3.0,74,15,0.97,AL,1706008990
353,north platte,41.1239,-100.7654,-2.06,95,100,2.57,US,1706008991
354,lalpur,22.2,69.9667,27.27,27,1,4.06,IN,1706008991
355,ouled mimoun,34.9047,-1.0339,13.01,17,27,0.59,DZ,1706008992
356,ilukste,55.9775,26.2966,2.31,97,100,4.97,LV,1706008993
357,whitby,54.4877,-0.615,7.4,88,100,3.13,GB,1706008994
358,chonchi,-42.6128,-73.8092,15.07,91,41,1.83,CL,1706008995
359,coquimbo,-29.9533,-71.3436,15.85,94,100,1.03,CL,1706008996
360,la ronge,55.1001,-105.2842,-14.86,85,100,3.6,CA,1706008996
361,opuwo,-18.0607,13.84,31.39,22,97,4.34,NA,1706008881
362,campeche,19.0,-90.5,22.42,94,92,2.29,MX,1706008998
363,abepura,-2.6333,140.5833,26.45,78,20,2.06,ID,1706008999
364,warrenton,-28.114,24.8475,33.06,20,15,2.02,ZA,1706009000
365,bel ombre,-4.6167,55.4167,29.91,74,40,2.57,SC,1706009001
366,krasnozerskoye,53.9828,79.2374,-17.3,92,99,2.85,RU,1706009002
367,nova sintra,14.8667,-24.7167,21.67,76,6,8.77,CV,1706009003
368,scarborough,54.2797,-0.4044,6.48,89,100,4.47,GB,1706009004
369,ghanzi,-21.5667,21.7833,33.71,20,54,6.93,BW,1706009005
370,hithadhoo,-0.6,73.0833,28.5,76,28,4.4,MV,1706009006
371,tazacorte,28.629,-17.9293,20.54,78,0,2.06,ES,1706009007
372,linqiong,30.4159,103.4609,2.9,84,100,2.73,CN,1706009008
373,nagqu,31.5,92.0,-8.03,53,100,1.47,CN,1706009008
374,shingu,33.7333,135.9833,2.43,66,9,9.07,JP,1706009009
375,freetown,8.484,-13.2299,29.69,55,2,1.12,SL,1706009010
376,smithers,54.7804,-127.1743,-4.82,93,100,1.54,CA,1706009010
377,ciudad constitucion,25.0369,-111.6644,15.56,92,100,2.96,MX,1706008723
378,roosevelt,33.9668,-103.4505,1.12,69,100,2.59,US,1706009001
379,geraldton,-28.7667,114.6,22.23,73,5,11.32,AU,1706009013
380,howrah,22.5892,88.3103,23.0,38,20,2.06,IN,1706009014
381,holualoa,19.6228,-155.9522,22.91,76,100,0.0,US,1706009016
382,mikuni,36.2171,136.1519,0.95,79,100,10.47,JP,1706009017
383,chaoyang,41.5703,120.4586,-6.99,42,48,3.73,CN,1706009018
384,shangzhi,45.2167,127.9667,-18.81,97,100,3.16,CN,1706009021
385,berezovo,63.9381,65.0419,-13.16,94,100,4.81,RU,1706009022
386,at taj,24.2049,23.2857,16.92,33,100,6.13,LY,1706009023
387,malango,-2.9627,119.9001,21.44,95,100,1.26,ID,1706009024
388,san patricio,28.017,-97.5169,19.05,97,100,5.24,US,1706009025
389,caister-on-sea,52.6481,1.7265,7.74,84,90,8.41,GB,1706009025
390,bulolo,-7.2,146.65,23.25,88,100,1.83,PG,1706009026
391,domampot,16.0,120.65,24.5,80,65,2.14,PH,1706009027
392,laibin,23.7,109.2667,6.27,54,100,5.55,CN,1706009028
393,wuxue,29.8506,115.5525,-0.08,55,6,0.75,CN,1706009028
394,talara,-4.5772,-81.2719,23.65,85,96,4.96,PE,1706009029
395,olbia,40.9214,9.4856,17.03,51,20,6.17,IT,1706009030
396,srikakulam,18.3,83.9,25.31,70,47,4.71,IN,1706009031
397,porto novo,6.4965,2.6036,31.9,46,60,3.38,BJ,1706009032
398,owen sound,44.5672,-80.9435,-0.38,92,100,1.34,CA,1706008805
399,dudinka,69.4058,86.1778,-16.85,98,96,4.02,RU,1706009033
400,richards bay,-28.783,32.0377,25.68,68,59,7.28,ZA,1706009034
401,kegen,43.0197,79.2203,-10.52,76,1,2.26,KZ,1706009035
402,devon,50.75,-3.75,11.99,94,100,9.36,GB,1706008984
403,kewanee,41.2456,-89.9248,0.99,100,100,3.11,US,1706009038
404,novorozhdestvenskaya,45.8619,39.9542,-4.01,73,5,6.62,RU,1706009039
405,laguna,38.421,-121.4238,13.36,95,100,0.45,US,1706009039
406,sola,-13.8833,167.55,27.97,78,99,2.1,VU,1706009041
407,nova vicosa,-17.8919,-39.3719,24.31,90,100,0.61,BR,1706009042
408,akranes,64.3218,-22.0749,2.31,88,100,6.03,IS,1706009043
409,pago pago,-14.2781,-170.7025,28.55,94,75,1.03,AS,1706009044
410,turpan,42.9333,89.1667,-2.48,25,0,1.55,CN,1706009045
411,mtambile,-5.3833,39.7,29.88,60,100,4.94,TZ,1706009046
412,campo gallo,-26.5833,-62.85,20.79,63,0,2.91,AR,1706009047
413,yamethin,20.4333,96.15,24.78,30,0,2.22,MM,1706009048
414,forster,-32.1667,152.5167,19.65,91,76,3.76,AU,1706009049
415,datong,40.0936,113.2914,-14.79,81,0,0.94,CN,1706009050
416,owando,-0.4819,15.8999,36.64,30,9,2.03,CG,1706009051
417,tangalle,6.024,80.7911,28.28,71,52,5.24,LK,1706008823
418,zhongxiang,31.1661,112.5831,-0.97,38,0,2.4,CN,1706009052
419,mejit,10.2753,170.8646,26.28,80,90,8.18,MH,1706009053
420,fortuna,40.5982,-124.1573,12.03,98,100,0.0,US,1706009055
421,la passe,45.5549,-0.8967,12.21,87,87,5.1,FR,1706009056
422,cockburn town,21.4612,-71.1419,24.93,82,23,12.21,TC,1706009057
423,puerto deseado,-47.7503,-65.8938,17.34,71,50,5.19,AR,1706009058
424,bryne,58.7354,5.6477,7.54,62,20,4.63,NO,1706009059
425,kismayo,-0.3582,42.5454,30.15,64,95,9.07,SO,1706009059
426,road town,18.4167,-64.6167,26.02,65,40,6.69,VG,1706009060
427,haiku-pauwela,20.9219,-156.3051,21.13,80,0,3.6,US,1706009061
428,andapa,-14.65,49.65,27.0,83,100,0.72,MG,1706009062
429,letlhakane,-21.4167,25.5833,32.14,30,32,5.88,BW,1706009063
430,gracemere,-23.4333,150.45,28.95,70,75,5.14,AU,1706009064
431,gizo,-8.103,156.8419,28.95,80,100,3.9,SB,1706009066
432,kingston,17.997,-76.7936,27.53,82,20,8.23,JM,1706009067
433,macau,22.2006,113.5461,8.85,71,40,10.8,MO,1706009071
434,torbat-e jam,35.244,60.6225,12.41,29,5,3.63,IR,1706009072
435,kasongo-lunda,-6.4667,16.8167,27.67,61,92,0.63,CD,1706009073
436,kovylkino,54.0388,43.9139,-10.05,86,22,6.44,RU,1706009074
437,hashtrud,37.4779,47.0508,1.25,96,100,3.82,IR,1706009075
438,maumere,-8.6199,122.2111,27.62,83,97,5.56,ID,1706009076
439,bull savanna,17.8868,-77.5902,22.13,86,4,3.77,JM,1706009077
440,puri,19.8,85.85,24.29,62,51,5.81,IN,1706009078
441,boa vista,2.8197,-60.6733,23.99,64,0,4.63,BR,1706009080
442,kayangel,8.0823,134.7173,27.77,76,100,10.33,PW,1706009081
443,concepcion,-36.827,-73.0498,12.89,100,100,3.09,CL,1706009082
444,gniew,53.836,18.8231,6.07,80,100,7.56,PL,1706009083
445,ananindeua,-1.3656,-48.3722,27.95,89,0,1.03,BR,1706008870
446,tailai,46.3833,123.4,-14.88,82,49,2.9,CN,1706009085
447,arrecife,28.963,-13.5477,20.99,52,0,6.69,ES,1706009086
448,formosa do rio preto,-11.0483,-45.1931,23.32,92,81,0.7,BR,1706009086
449,puerto la cruz,10.2167,-64.6167,23.06,76,9,1.99,VE,1706009087
450,ukholovo,53.7929,40.4892,-6.86,80,99,8.25,RU,1706009088
451,khandyga,62.6667,135.6,-40.35,100,90,1.43,RU,1706009089
452,quellon,-43.1167,-73.6167,13.28,90,37,2.38,CL,1706009090
453,bobo-dioulasso,11.1771,-4.2979,30.25,17,0,3.09,BF,1706009090
454,atyrau,47.1167,51.8833,-11.99,79,0,6.0,KZ,1706009091
455,aspen,39.1911,-106.8175,-0.96,79,20,1.54,US,1706009092
456,dryden,49.7833,-92.7503,-12.84,78,100,2.06,CA,1706009092
457,port augusta,-32.5,137.7667,38.15,15,0,3.34,AU,1706009093
458,colchani,-20.3,-66.9333,12.91,61,95,0.77,BO,1706009094
459,dalandzadgad,43.5708,104.425,-17.1,79,1,1.22,MN,1706009095
460,seven pagodas,12.6264,80.1722,29.03,65,35,3.86,IN,1706009096
461,lodwar,3.1191,35.5973,35.18,21,16,7.66,KE,1706009096
462,shwebo,22.5667,95.7,22.93,44,0,1.17,MM,1706009097
463,doctor arroyo,23.6667,-100.1833,11.89,87,68,2.23,MX,1706009099
464,portland,45.5234,-122.6762,11.32,94,97,3.13,US,1706008698
465,horta,38.5333,-28.6333,17.8,89,75,10.28,PT,1706009101
466,ponta delgada,37.7333,-25.6667,18.44,88,20,6.69,PT,1706009102
467,colac,-38.3333,143.5833,17.87,61,0,4.05,AU,1706009102
468,crucecita,-28.95,-58.9833,18.69,80,0,4.26,AR,1706009103
469,myitkyina,25.3833,97.4,19.25,48,9,0.47,MM,1706008917
470,isangel,-19.55,169.2667,25.16,94,100,1.19,VU,1706009105
471,masuguru,-11.3667,38.4167,23.37,97,100,2.02,TZ,1706009106
472,touba,8.2833,-7.6833,32.09,12,24,1.47,CI,1706009107
473,bodaybo,57.8506,114.1933,-14.95,97,100,0.26,RU,1706009108
474,manta,-0.95,-80.7333,26.88,83,100,4.92,EC,1706009108
475,yunfu,22.9306,112.0373,7.37,70,93,0.84,CN,1706009109
476,neukirchen,50.8667,9.3333,6.22,83,87,6.23,DE,1706009110
477,shimoda,34.6667,138.95,4.5,58,1,14.69,JP,1706009111
478,jieshi,22.8134,115.8257,11.5,51,94,5.68,CN,1706009111
479,cannonvale,-20.2833,148.7,28.66,82,99,8.2,AU,1706009112
480,ciudad lazaro cardenas,17.9583,-102.2,22.9,74,5,1.5,MX,1706009113
481,inhambane,-23.865,35.3833,30.99,62,40,5.14,MZ,1706009113
482,san miguel,13.4833,-88.1833,21.06,64,29,1.22,SV,1706009115
483,zaozersk,69.4005,32.4476,-8.54,97,97,1.23,RU,1706009115
484,fort bragg,35.139,-79.006,3.79,65,100,0.0,US,1706009116
485,kupang,-10.1667,123.5833,29.32,89,40,4.63,ID,1706009117
486,ezine,39.7856,26.3408,11.81,55,4,5.87,TR,1706009117
487,gargalianoi,37.0667,21.6333,12.42,52,0,5.11,GR,1706009118
488,serhetabat,35.2799,62.3438,13.28,31,2,3.49,TM,1706009119
489,vila franca do campo,37.7167,-25.4333,18.27,99,100,7.23,PT,1706009120
490,nahiyat ash shinafiyah,31.5874,44.6602,25.91,28,3,2.2,IQ,1706009121
491,huai'an,33.5886,119.0192,-3.59,32,16,3.3,CN,1706009081
492,arraial do cabo,-22.9661,-42.0278,26.92,74,75,4.12,BR,1706009122
493,prince rupert,54.3161,-130.3201,6.83,93,100,8.75,CA,1706008997
494,el doncello,1.6782,-75.2847,21.96,77,79,1.39,CO,1706009123
495,burayevo,55.8407,55.4083,-16.52,91,68,2.74,RU,1706009124
496,lubang,13.8584,120.124,27.57,77,80,4.0,PH,1706009125
497,st. thomas,42.7736,-81.1804,0.13,95,100,1.44,CA,1706008973
498,estevan,49.1334,-102.9842,-7.81,85,100,8.23,CA,1706009127
499,fada,9.5667,8.3,32.75,8,1,1.93,NG,1706009128
500,luanda,-8.8368,13.2343,30.0,70,40,4.12,AO,1706009129
501,afif,23.9065,42.9172,25.66,28,8,4.9,SA,1706009132
502,sittwe,20.15,92.9,21.75,45,2,5.54,MM,1706009134
503,broome,42.2506,-75.833,1.43,73,100,0.0,US,1706009135
504,polyarnyy,69.1989,33.4478,-5.4,92,97,2.9,RU,1706009136
505,manziana,42.1321,12.1264,13.6,70,60,1.0,IT,1706009136
506,hilo,19.7297,-155.09,21.81,88,0,2.57,US,1706008993
507,hanceville,34.0607,-86.7675,9.0,95,100,3.36,US,1706009138
508,mareeba,-17.0,145.4333,26.91,88,94,0.7,AU,1706009140
509,boende,-0.2167,20.8667,38.51,19,25,1.91,CD,1706009141
510,manicore,-5.8092,-61.3003,23.61,99,100,1.41,BR,1706009142
511,abou el hassan,36.4166,1.1962,11.69,41,23,0.22,DZ,1706009143
512,jincheng,35.5022,112.8328,-6.96,55,33,4.08,CN,1706009144
513,flin flon,54.7682,-101.865,-18.79,96,97,3.71,CA,1706009146
514,sanming,26.2486,117.6186,1.25,87,76,1.08,CN,1706009147
515,viedma,-40.8135,-62.9967,26.14,28,0,9.83,AR,1706008599
516,lompoc,34.6391,-120.4579,13.77,89,100,5.66,US,1706009013
517,emporia,38.4039,-96.1817,1.11,93,100,0.0,US,1706008933
518,ashkasham,36.6833,71.5333,-6.24,59,15,1.68,AF,1706009151
519,san agustin de valle fertil,-30.6335,-67.4682,17.56,56,2,2.85,AR,1706009152
520,itagi,-14.1628,-40.0061,22.77,99,100,0.43,BR,1706009152
521,alajarvi,63.0,23.8167,1.11,97,100,5.72,FI,1706009153
522,zahedan,29.4963,60.8629,20.95,13,0,2.06,IR,1706009154
523,binzhou,37.3667,118.0167,-6.12,55,0,3.35,CN,1706009155
524,los frentones,-26.4077,-61.4137,20.86,71,0,2.41,AR,1706009156
525,cururupu,-1.8283,-44.8683,27.22,83,60,2.25,BR,1706009156
526,enshi,30.3,109.4833,1.57,71,72,0.79,CN,1706009157
527,nouadhibou,20.931,-17.0347,23.99,35,100,6.17,MR,1706009158
528,zemio,5.0314,25.1361,37.38,12,88,2.02,CF,1706009159
529,ndjole,-0.1783,10.7649,29.85,65,80,1.23,GA,1706009160
530,galesong,-5.3166,119.3661,26.01,81,97,4.53,ID,1706009161
531,amarnath,19.2,73.1667,27.78,13,7,3.06,IN,1706009161
532,vol'sk,52.0333,47.3833,-15.72,87,18,1.58,RU,1706009162
533,pachino,36.7186,15.0907,13.07,49,51,2.18,IT,1706009163
534,whakatane,-37.9585,176.9854,18.76,91,28,4.03,NZ,1706008919
535,jora,26.3333,77.8167,17.01,27,0,2.24,IN,1706009164
536,undurkhaan,47.3194,110.6556,-18.24,83,2,2.21,MN,1706009165
537,gamba,-2.65,10.0,25.77,85,87,1.58,GA,1706009166
538,dongola,19.1667,30.4833,27.39,18,15,6.32,SD,1706009167
539,akcaabat,41.0212,39.5715,5.93,75,75,1.54,TR,1706009168
540,lieksa,63.3167,30.0167,1.35,92,100,8.07,FI,1706009169
541,canela,-29.3656,-50.8156,17.38,85,77,0.45,BR,1706008930
542,kovernino,57.1253,43.8142,-7.02,85,100,6.84,RU,1706009171
543,sitia,35.2,26.0986,15.55,64,83,11.63,GR,1706009171
544,birao,10.2849,22.7882,34.71,6,6,3.5,CF,1706009172
545,kikwit,-5.041,18.8162,23.5,87,100,0.19,CD,1706009174
546,marksville,31.128,-92.0662,16.03,99,100,3.51,US,1706009175
547,shalqar,47.8333,59.6,-7.19,94,89,3.82,KZ,1706009176
548,mumbwa,-14.9783,27.0619,25.5,68,81,2.34,ZM,1706009177
549,tidjikja,18.5564,-11.4271,22.95,17,76,11.54,MR,1706009178
550,paradip garh,20.3167,86.6167,21.62,53,9,4.77,IN,1706009179
551,temiskaming shores,47.4938,-79.7153,-13.11,89,100,3.31,CA,1706009180
552,leer,53.2316,7.461,7.78,88,65,7.38,DE,1706008974
553,yerofey pavlovich,53.9667,121.9667,-18.38,97,99,1.53,RU,1706009181
554,al matlin,37.2452,10.05,13.77,76,86,14.22,TN,1706009182
555,wewak,-3.5534,143.6268,26.78,86,100,8.42,PG,1706009183
556,labuan bajo,-8.4964,119.8877,26.2,88,92,0.89,ID,1706009183
557,punta del este,-34.9667,-54.95,21.04,76,20,1.54,UY,1706009103
558,tinogasta,-28.0632,-67.5649,21.9,56,73,1.43,AR,1706009185
559,tadine,-21.55,167.8833,26.03,81,100,1.79,NC,1706009186
560,portales,34.1862,-103.3344,1.74,76,85,1.02,US,1706009187
561,olyokminsk,60.3736,120.4264,-9.19,84,96,3.72,RU,1706009187
562,mulki,13.1,74.8,32.6,45,20,5.14,IN,1706009188
563,timbuktu,16.7735,-3.0074,25.48,14,37,8.24,ML,1706009189
564,arteche,12.2645,125.4048,25.31,85,74,2.55,PH,1706009190
565,shalya,57.2471,58.7298,-13.65,87,25,3.67,RU,1706009191
